question_id,answer_filename,answer_text,answer_correct,source,label
00041_62758,M1_1_01_00041_62758_A.png,"$ 7 $ 의 거듭제곱과 일의 자리 숫자를 비교하면 $ 7^{1} \\rightarrow 7,7^{2} \\rightarrow 9,7^{3} \\rightarrow 3,7^{4} \\rightarrow 1,7^{5} \\rightarrow 7, \\ldots $ 이므로 $ 7,9,3,1 $ 이 반복된다. 따라서 $ 297=4 \\times 74+1 $ 이므로 $ 7^{297} $ 의 일의 자리의 숫자는 $ 7 $ 이다.",$ 7 $,111.수학 과목 문제생성 데이터,validation
00041_62762,M1_1_01_00041_62762_A.png,$ 252=2^{2} \\times 3^{2} \\times 7 $ 이고 나눌 수 있는 가장 작은 수를 $ x $ 라고 하면 $ 2^{2} \\times 3^{2} \\times 7 \\div x=(\\text { 자연 수 })^{2} $ 이므로 $ x=7 $ 이다.,$7$,111.수학 과목 문제생성 데이터,validation
00041_62768,M1_1_01_00041_62768_A.png,$ 126=2 \\times 3^{2} \\times 7 $ 이므로 약수의 개수는 $ 2 \\times 3 \\times 2=12 $ (개) (1) $ 60=2^{2} \\times 3 \\times 5 \\rightarrow 3 \\times 2 \\times 2=12 $ (개) (2) $ 72=2^{3} \\times 3^{2} \\rightarrow 4 \\times 3=12 $ (개) (3) $ 96=2^{5} \\times 3 \\rightarrow 6 \\times 2=12 $ (개) (4) $ 294=2 \\times 3 \\times 7^{2} \\rightarrow 2 \\times 2 \\times 3=12 $ (개) (5) $ 1225=5^{2} \\times 7^{2} \\rightarrow 3 \\times 3=9 $ (개),(5),111.수학 과목 문제생성 데이터,validation
00041_62771,M1_1_01_00041_62771_A.png,"이때, $ 200=2^{3} \\times 5^{2} $ 이고 약수의 개수는 $ 4 \\times 3=12 $ (개) 이므로 $ n $ 의 개수는 $12$ 개이다.",$12$개 $ \\frac{200}{n} $ 이 자연수가 되려면 $ n $ 은 $200$ 의 약수이어야 한다.,111.수학 과목 문제생성 데이터,validation
00041_62790,M1_1_01_00041_62790_A.png,"$ A=16 \\times a, B=16 \\times b(a, b $ 는 서로소 $ ) $ 라고 하면 $ 16 \\times a \\times b=64, a \\times b=4 $ 이다. $ a=1, b=4 $ 일 때, 조건을 만족한다. 따라서 두 수의 차는 $ 64-16=48 $ 이다.",$48$,111.수학 과목 문제생성 데이터,validation
00041_62805,M1_1_01_00041_62805_A.png,"$ 5 \\frac{5}{6}=\\frac{35}{6} $ 이므로 구하는 분수를 $ \\frac{a}{b} $ 라고 하면 $ a $ 는 $ 6,21,42 $ 의 최소공배수인 $42$ 이고, $ b $ 는 $ 35,10,25 $ 의 최대공약수인 $5$ 이다. 따라서 구하는 분수는 $ \\frac{42}{5} $ 이다.",$ \\frac{42}{5} $,111.수학 과목 문제생성 데이터,validation
00041_63362,M1_1_01_00041_63362_A.png,① $ 2^{4}=2 \\times 2 \\times 2 \\times 2=16 $ ② $ 3^{3}=3 \\times 3 \\times 3=27 $ ③ 20 ④ $ 4^{2}=4 \\times 4=16 $ ⑤ $ 5^{2}=5 \\times 5=25 $ 따라서 가장 큰 수는 ② $ 3^{3} $ 이다.,②,111.수학 과목 문제생성 데이터,validation
00041_63367,M1_1_01_00041_63367_A.png,\\(\\begin{array}{l} a=2^{4}=2 \\times 2 \\times 2 \\times 2=16 \\\\ 3^{b}=243=3 \\times 3 \\times 3 \\times 3 \\times 3=3^{5} \\text { 에서 } b=5 \\\\ \\therefore a+b=16+5=21 \\end{array}\\),$21$,111.수학 과목 문제생성 데이터,validation
00041_63383,M1_1_01_00041_63383_A.png,"$ 240 \\div a $ 가 어떤 자연수의 제곱이 되려면 $ 240 \\div a $ 를 소인수분해하였을 때 지수가 모두 $2$ 의 배수이어야 한다. $ 240 \\div a=2^{4} \\times 3 \\times 5 \\div n=(\\text { 자연 수 })^{2} $ 이므로 지수가 2 의 배수가 되기 위한 가장 작은 자연수 $ a $ 는 $ a=3 \\times 5=15 $ 즉, $ 240 \\div a=2^{4} \\times 3 \\times 5 \\div(3 \\times 5)=2^{4}=4^{2} $ 이므로 $ b=4 $ $ \\therefore a+b=15+4=19 $",(3),111.수학 과목 문제생성 데이터,validation
00041_63422,M1_1_01_00041_63422_A.png,"$7$과 $5$로 나누면 모두 $2$가 부족하므로 구하는 수를 $x$라고 하면 $x+2$는 $7$과 $5$의 공배수이다. $7$과 $5$의 최소공배수가 $35$이므로 $x+2$는 $35, 70, 105, …$이다. 따라서 $x$는 $33, 68, 103, …$이므로 가장 작은 세 자리의 수는 $103$이다.",③,111.수학 과목 문제생성 데이터,validation
00041_63430,M1_1_01_00041_63430_A.png,"공배수는 최소공배수의 배수이고 $ 24=2^{3} \\times 3 $이므로 최소공배수는 $ 2^{3} \\times 3^{2}=72 $이다. 따라서$ 400 $  이하의 공배수는 $ 72,144,216,288,360 $의 $ 5 $개이다.",$5$개,111.수학 과목 문제생성 데이터,validation
00041_63434,M1_1_01_00041_63434_A.png,"\\[ \\begin{array}{ll}  & 3^{x} \\times 5^{3} \\\\ & 3^{2} \\times 5^{y} \\times 7 \\\\ \\hline \\text { 최소공배수 }  & 3^{3} \\times 5^{4} \\times 7 \\end{array} \\] 따라서 $ x=3, y=4 $ 이므로 $ x+y=3+4=7 $",$7$,111.수학 과목 문제생성 데이터,validation
00041_63439,M1_1_01_00041_63439_A.png,"되도록 많은 학생들에게 똑같이 나누어 주어야 하므로 학생 수는 $ 90,135,75 $ 의 최대공약수인 $15$ 명이다. 따라서 한 학생이 받을 수 있는 배의 개수는 $ 135 \\div 15=9 $ (개)이다.",④,111.수학 과목 문제생성 데이터,validation
00041_63441,M1_1_01_00041_63441_A.png,"가장 작은 정육면체이므로 한 모서리의 길이는 $ 20,8,6 $ 의 최소공배수인 $ 120 \\mathrm{~cm} $이다.따라서 필요한 벽돌의 수는 $ (120 \\div 20) \\times(120 \\div 8) \\times(120 \\div 6)=6 \\times 15 \\times 20=1800 $ (장)","$ 120 \\mathrm{~cm}, 1800 $ 장",111.수학 과목 문제생성 데이터,validation
00041_63470,M1_1_01_00041_63470_A.png,"두 자연수 $a, b$의 공배수는 최소공배수인 $8$의 배수이다.따라서 보기 중 $8$의 배수인 것은 $16, 40, 64$이다.","$16, 40, 64$",111.수학 과목 문제생성 데이터,validation
00041_63502,M1_1_01_00041_63502_A.png,"묘목을 가능한 한 많은 학생에게 똑같이 나누어 주었으므로 묘목을 받은 학생 수는 $52, 39, 78$ 의 최대공약수이다.  따라서 한 학생이 받은 묘목은 무궁화는 $ 52 \\div 13=4 $(그루), 장미는 $ 39 \\div 13=3 $(그루), 진달래는$ 78 \\div 13=6 $(그루)",②,111.수학 과목 문제생성 데이터,validation
00041_63505,M1_1_01_00041_63505_A.png,"어떤 자연수로 $ 93-3=90,79-4=75,100+5=105 $ 를 나누면 나누어떨어진다. 따라서 구하는 수는 $ 90,75,105 $ 의 최대공약수이므로 $ 3 \\times 5=15 $ 이다. $ \\begin{array}{l} 3\\underline{) 90  75  105} \\\\ 5\\underline{) 30   25    35} \\\\    6   5      7\\end{array} $",$15$,111.수학 과목 문제생성 데이터,validation
00041_63509,M1_1_01_00041_63509_A.png,"최소한의 나무를 심으려면 나무 사이의 간격이 최대가 되어야 하므로 $120$, $72$의 최대공약수인 $24 m$마다 나무를 심어야 한다. 따라서 필요한 나무의 수는 $(120+72)\\times2\\div24=16$(그루)",$16$그루,111.수학 과목 문제생성 데이터,validation
00041_63530,M1_1_01_00041_63530_A.png,"$a$는 $24$와 $40$의 공약수이다. $24$와 $40$의 최대공약수는 $8$이므로 $a$의 값은 $1, 2, 4, 8$이다.",⑤,111.수학 과목 문제생성 데이터,validation
00041_63891,M1_1_01_00041_63891_A.png,"$105$ 와 $70, 70$ 과 $42$ 의 최소공배수는 각각 $210, 210$ 이므로 $A$ 톱니바퀴가 $ \\frac{210}{105}=2 $ (번) 회전할 때, $B $ 톱니바퀴는 $ \\frac{210}{70}=3 $ (번), $C$ 톱니바퀴는 $ \\frac{210}{42}=5 $ (번) 회전해야 한다.",②,111.수학 과목 문제생성 데이터,validation
00041_63907,M1_1_01_00041_63907_A.png,"③ $5$보다 작은 소수는 $2,3$의 $2$개이다.  ④ $5$의 배수 중 소수 $5$가 존재한다. ⑤ 소수가 아닌 자연수 중 $1$의 약수는 $1$의 한 개이다.","①, ②",111.수학 과목 문제생성 데이터,validation
00041_63934,M1_1_01_00041_63934_A.png,"세 친구가 중학생이 되어 다시 모이게 되는 주기는 $15, 12, 50$의 최소공배수이므로 $300$일마다 만난다. 초등학교 때는 $1$년에 한 번, 즉 $365$일마다  만났지만 중학생 때는 $300$일마다 만나게 되므로 만나는 주기는 $ 365-300=65 $(일) 더 빨라졌다.",$65$,111.수학 과목 문제생성 데이터,validation
00042_04241,M1_1_01_00042_04241_A.png,"직사각형 모양의 커다란 작품을 빈틈없이 만들려면 학생 작품의 한 변의 길이는 $120$ 과 $280$ 의 공약수가 되어야 한다. 이때 학생 개개인의 작품을 가능한 크게 만들려면 학생 작품의 한 변의 길이는 $120$ 과 $280$ 의 공약수 중에서 가장 큰 최대공약수를 구하면 된다. $120$ 과 $280$ 의 최대공약수는 $2^{3} \\times 5=40$ 이므로 학생 작품의 한 변의 길이는 $40 \\mathrm{~cm}$ 로 하면 된다. 한 변의 길이가 $40 \\mathrm{~cm}$ 인 정사각형으로 가로의 길이가 $120 \\mathrm{~cm}$, 세로의 길이가 $280 \\mathrm{~cm}$ 인 직사각형을 빈틈없이 채우려면 한 줄에 $3$ 개씩 $7$ 줄을 붙여 야 하므로 학생 작품은 $3 \\times 7=21$ (개)가 필요하다.","한 변의 길이: $40$ $cm$, 작품 개수: $21$ 개",111.수학 과목 문제생성 데이터,validation
00042_04246,M1_1_01_00042_04246_A.png,퍼즐 조각을 되도록 크게 하려면 한 변의 길이는 $108$ 과 $96$ 의 최대공약수이어야 한다. \\[ \\begin{array}{l} 108=2^{2} \\times 3^{3} \\\\ 96=2^{5} \\times 3 \\end{array} \\] $108$ 과 $96$ 의 최대공약수는 $ 2^{2} \\times 3=12 $ 이므로 한 변의 길이는 $ 12 \\mathrm{~cm} $ 이다.,$ 12 \\mathrm{~cm} $,111.수학 과목 문제생성 데이터,validation
00042_04254,M1_1_01_00042_04254_A.png,두 경로의 버스가 동시에 출발하는 시각은 $12$와 $8$의 공배수일 때이다. $12$와 $8$의 최소공배수는 $24$이므로 두 경로의 버스는 $9$시 $24$분에 다시 처음으로 동시에 출발한다.,$9$시 $24$분,111.수학 과목 문제생성 데이터,validation
00042_94379,M1_1_01_00042_94379_A.png,"$3$ 의 약수 : $1,3$ $23$ 의 약수 : $1,23$ $41$ 의 약수 : $1,41$ 따라서 소수는 $ 3,23,41 $ 이다.","$3, 23, 41$",111.수학 과목 문제생성 데이터,validation
00042_94398,M1_1_01_00042_94398_A.png,⑴ $3$과 $9$의 최대공약수 : $3$ ⑵ $12$와 $25$의 최대공약수 : $1$ ⑶ $30$과 $42$의 최대공약수 : $6$ ⑷ $32$와 $35$의 최대공약수 : $1$,⑴ $\\times$ ⑵ $\\bigcirc$ ⑶ $\\times$ ⑷ $\\bigcirc$,111.수학 과목 문제생성 데이터,validation
00042_95861,M1_1_01_00042_95861_A.png,(1)$2^{2} \\times 5^{3} \\times 7^{3}$ $2^{2} \\times 3^{2} \\times 5$ 최대공약수 : $2^{2 \\times 5}$ (2)$3^{2} \\times 5^{2} \\times 7^{2}$ $2 \\times 5^{2} \\times 7$ 최대공약수 : $5^{2} \\times 7$ (3)$3^{3} \\times 7^{2}$ $2 \\times 3^{3} \\times 5 \\times 7^{2}$ 최대 공약수 : $3^{3} \\times 7^{2}$ (4)$2^{2} \\times 3 \\times 7^{2}$ $2^{2} \\times 3 \\times 5^{2}$ $2^{3} \\times 5^{3} \\times 7$ 최대 공약수 $: 2^{2}$ (5)$2 \\times 3^{4} \\times 5^{2} \\times 7^{2}$ $2 \\times 3^{2} \\times 5$ $2^{3} \\times 5^{2} \\times 7^{3}$ 최대공약수 : $2 \\times 5$,⑴ $2^2\\times5$ ⑵ $5^2\\times7$ ⑶ $3^3\\times72$ ⑷ $2^2$ ⑸ $2\\times5$,111.수학 과목 문제생성 데이터,validation
00043_00679,M1_1_01_00043_00679_A.png,"$7$을 $3$번, $11$을 $3$번 곱하였다.",$ 7^{3} \\times 11^{3} $,111.수학 과목 문제생성 데이터,validation
00043_00738,M1_1_01_00043_00738_A.png,$72$ 와 $150$ 의 최대공약수를 구하면 된다. \\[ \\begin{array}{l} 72=2^{3} \\times 3^{2} \\\\ 150=2 \\times 3 \\times 5^{2} \\text { 이므로 최대공약수는 } 2 \\times 3=6 \\end{array} \\],$6$,111.수학 과목 문제생성 데이터,validation
00043_00886,M1_1_01_00043_00886_A.png,"13,17,59 \\] $1$ 은 소수가 아니고, $ 27=3 \\times 9,51=3 \\times 17,55=5 \\times 11 $ 이므로 $ 27,51,55 $ 도 소수가 아니다. 따라서 소수는 $ 13,17,59 $ 이다.",\\[,111.수학 과목 문제생성 데이터,validation
00043_00889,M1_1_01_00043_00889_A.png,"소수를 작은 것부터 차례대로 나열하면 $2, 3, 5, 7, 11,$ … 이다.따라서 $a$가 될 수 있는 자연수는 $7, 8, 9, 10$의 $4$개이다.",$4$개,111.수학 과목 문제생성 데이터,validation
00043_00948,M1_1_01_00043_00948_A.png,$ 8 \\times 5^{2} \\times 11^{x}=2^{3} \\times 5^{2} \\times 11^{x} $의 약수의 개수는 $36$이므로 $ (3+1) \\times(2+1) \\times(x+1)=36 $ $ x+1=3   \\therefore x=2 $\\,②,111.수학 과목 문제생성 데이터,validation
00043_00952,M1_1_01_00043_00952_A.png,① $ 2^{5} \\times 3 $ 의 약수의 개수는 $ (5+1) \\times(1+1)=12 $ ② $ 2^{5} \\times 6=2^{6} \\times 3 $ 의 약수의 개수는 $ (6+1) \\times(1+1)=14 $ ③ $ 2^{5} \\times 8=2^{8} $ 의 약수의 개수는 $ 8+1=9 $ ④ $ 2^{5} \\times 9=2^{5} \\times 3^{2} $ 의 약수의 개수는 $ (5+1) \\times(2+1)=18 $ ⑤ $ 2^{5} \\times 27=2^{5} \\times 3^{3} $ 의 약수의 개수는 $ (5+1) \\times(3+1)=24 $,④,111.수학 과목 문제생성 데이터,validation
00043_00957,M1_1_01_00043_00957_A.png,"$ 18=2 \\times 3^{2} $ 이므로 $18$의 배수이면서 어떤 자연수의 제곱인 수를 작은 것부터 차례대로 나열하면 $ \\left(2 \\times 3^{2}\\right) \\times 2,\\left(2 \\times 3^{2}\\right) \\times 2^{3},\\left(2 \\times 3^{2}\\right) \\times 2 \\times 3^{2}, \\ldots $ 이 중에서 두 번째로 작은 수는$ \\left(2 \\times 3^{2}\\right) \\times 2^{3}=144 $ $ 144=2^{4} \\times 3^{2} $이므로 구하는 약수의 개수는 $ (4+1) \\times(2+1)=15 $ (개)",$15$개,111.수학 과목 문제생성 데이터,validation
00043_00981,M1_1_01_00043_00981_A.png,"$ \\begin{array}{l}24=2^{3} \\times 3 \\\\30=2 \\times 3 \\times 5\\\\48=2^{4} \\times 3 \\\\ \\hline \\text { 최대공약수 }  2 \\times 3\\end{array} $ 같은 개수의 참외, 사과, 바나나를 넣어 가능한 한 많은 세트를 만들려면 세트의 개수는 $24, 30, 48$의 최대공약수이어야 하므로 $2×3=6$ 따라서 한 세트에 들어 있는 참외, 사과, 바나나의 개수는 각각 $ 24 \\div 6=4,30 \\div 6=5,48 \\div 6=8 $이므로 한 세트의 가격은 $ 600 \\times 4+800 \\times 5+500 \\times 8=10400 $(원)",②,111.수학 과목 문제생성 데이터,validation
00043_00982,M1_1_01_00043_00982_A.png,"$ \\begin{aligned} 64 & =2^{6} \\\\ 48 & =2^{4} \\times 3 \\\\ 96 & =2^{5} \\times 3 \\\\ \\text { 최대공약수 } & 2^{4}\\end{aligned} $ 정육면체 모양의 나무 토막의 크기를 최대로 해야 하므로 나무 토막의 한 모서리의 길이는 $ 64,48,96 $ 의 최대공약수이어야 하므로 $ 2^{4}=16 $ (cm)이다.  따라서 필요한 나무 토막의 개수는 가로 방향으로 $ 64 \\div 16=4 $, 세로 방향으로 $ 48 \\div 16=3 $, 높이로 $ 96 \\div 16=6 $ 이므로 $ 4 \\times 3 \\times 6=72 $ 이다.",②,111.수학 과목 문제생성 데이터,validation
00043_01031,M1_1_01_00043_01031_A.png,따라서 $400$ 에 가장 가까운 수는 $417$ 이다.,"$417$ $ 6,10,12 $ 로 나누면 모두 3 이 부족하므로 구하는 수를 $ x $ 라 하면 $ x+3 $ 은 $ 6,10,12 $ 의 공배수이다. \\[ \\begin{array}{l}   6= 2 \\times 3 \\\\ 10= 2 \\times 5 \\\\ 12= 2^{2} \\times 3 \\\\ \\hline \\text { 최소공배수 }  2^{2} \\times 3 \\times 5 \\\\ 6,10,12 \\text { 의 최소공배수는 } 2^{2} \\times 3 \\times 5=60 \\text { 이므로 } \\\\ x+3=60,120,180, \\ldots, 360,420, \\ldots \\\\ \\therefore x=57,117,177, \\ldots, 357,417, \\ldots \\end{array} \\]",111.수학 과목 문제생성 데이터,validation
00043_01051,M1_1_01_00043_01051_A.png,"두 자연수를 각각 $ 8 \\times a, 8 \\times b(a, b $는 서로소, 라 $ a<b) $하자.이때 최소공배수가 $80$이므로 $ 8 \\times a \\times b=80 $ $ \\therefore a \\times b=10 $  (ⅰ) $ a=1, b=10 $일 때, $8, 80$(ⅱ) $ a=2, b=5 $일 때, $16, 40$(ⅰ), (ⅱ)에서 두 수의 합이 $88$ 또는 $56$이므로 $ k=88 $",⑤,111.수학 과목 문제생성 데이터,validation
00043_01053,M1_1_01_00043_01053_A.png,최소공배수를 $L$이라 하면 $ 2^{4} \\times 3^{5} \\times 7^{4}=2 \\times 3^{2} \\times 7 \\times L   \\therefore L=2^{3} \\times 3^{3} \\times 7^{3} $,④,111.수학 과목 문제생성 데이터,validation
00043_01059,M1_1_01_00043_01059_A.png,"장날은 $5$일, 일요일은 $7$일마다 있으므로 $5$와 $7$의 최소공배수인 $35$일마다 일요일에 장이 선다. 따라서 일요일에 장이 서는 날은 $35$일 후, $70$일 후, $105$일 후, $140$일 후, … 따라서 구하는 날은 $7$월 $26$일이다.",④,111.수학 과목 문제생성 데이터,validation
00043_02728,M1_1_01_00043_02728_A.png,"① $2$는 소수이지만 짝수이다.③ $1$은 소수가 아니고 가장 작은 소수는 $2$이다.④ $1$과 $10$ 사이의 소수는 $2, 3, 5, 7$의 $4$개이다.⑤ $1$은 소수도 아니고 합성수도 아니다.",②,111.수학 과목 문제생성 데이터,validation
00043_02740,M1_1_01_00043_02740_A.png,"$ \\begin{array}{l}2 \\times 3 \\times 5 \\times 2 \\times 5 \\times 3 \\times 5=2 \\times 2 \\times 3 \\times 3 \\times 5 \\times 5 \\times 5=2^{2} \\times 3^{2} \\times 5^{3} \\text { 이므로 } a=2, b=3, c=3 \\\\ \\therefore a+b+c=2+3+3=8\\end{array} $",$8$,111.수학 과목 문제생성 데이터,validation
